Date,Predicted
2021-01-19,57035.77598936583
2021-01-20,57052.19157559489
2021-01-21,57068.607161823944
2021-01-22,57085.022748053
2021-01-25,57101.43833428206
2021-01-26,57117.853920511116
2021-01-27,57134.26950674017
2021-01-28,57150.68509296923
2021-01-29,57167.10067919829
2021-02-01,57183.516265427344
2021-02-02,57199.9318516564
2021-02-03,57216.34743788546
2021-02-04,57232.763024114516
2021-02-05,57249.17861034357
2021-02-08,57265.59419657263
2021-02-09,57282.00978280169
2021-02-10,57298.425369030745
2021-02-15,57314.8409552598
2021-02-16,57331.25654148886
2021-02-17,57347.67212771792
2021-02-18,57364.087713946974
2021-02-19,57380.50330017603
2021-02-22,57396.91888640509
2021-02-23,57413.334472634146
2021-02-24,57429.7500588632
2021-02-25,57446.16564509226
2021-02-26,57462.58123132132
2021-03-02,57478.996817550375
2021-03-03,57495.41240377943
2021-03-04,57511.82799000849
2021-03-05,57528.243576237546
2021-03-08,57544.6591624666
2021-03-09,57561.07474869566
2021-03-10,57577.49033492472
2021-03-11,57593.905921153775
2021-03-12,57610.32150738283
2021-03-15,57626.73709361189
2021-03-16,57643.15267984095
2021-03-17,57659.568266070004
2021-03-18,57675.98385229906
2021-03-19,57692.39943852812
2021-03-22,57708.815024757176
2021-03-23,57725.23061098623
2021-03-24,57741.64619721529
2021-03-25,57758.06178344435
2021-03-26,57774.477369673405
2021-03-29,57790.89295590246
2021-03-30,57807.30854213152
2021-03-31,57823.724128360576
2021-04-01,57840.13971458963
2021-04-02,57856.55530081869
2021-04-05,57872.97088704775
2021-04-06,57889.386473276805
2021-04-07,57905.80205950586
2021-04-08,57922.21764573492
2021-04-09,57938.63323196398
2021-04-12,57955.048818193034
2021-04-13,57971.46440442209
2021-04-14,57987.87999065115
2021-04-15,58004.295576880206
2021-04-16,58020.71116310926
2021-04-19,58037.12674933832
2021-04-20,58053.54233556738
2021-04-21,58069.957921796435
2021-04-22,58086.37350802549
2021-04-23,58102.78909425455
2021-04-26,58119.204680483606
2021-04-27,58135.62026671266
2021-04-28,58152.03585294172
2021-04-29,58168.45143917078
2021-04-30,58184.867025399835
2021-05-03,58201.28261162889
2021-05-04,58217.69819785795
2021-05-06,58234.11378408701
2021-05-07,58250.529370316064
2021-05-10,58266.94495654512
2021-05-11,58283.36054277418
2021-05-12,58299.776129003236
2021-05-13,58316.19171523229
2021-05-14,58332.60730146135
2021-05-17,58349.02288769041
2021-05-18,58365.438473919465
2021-05-20,58381.85406014852
2021-05-21,58398.26964637758
2021-05-24,58414.68523260664
2021-05-25,58431.100818835694
2021-05-26,58447.51640506475
2021-05-27,58463.93199129381
2021-05-28,58480.347577522865
2021-05-31,58496.76316375192
2021-06-01,58513.17874998098
2021-06-02,58529.59433621004
2021-06-03,58546.009922439094
2021-06-04,58562.42550866815
2021-06-07,58578.84109489721
2021-06-08,58595.256681126266
2021-06-09,58611.67226735532
2021-06-10,58628.08785358438
2021-06-11,58644.50343981344
2021-06-14,58660.919026042495
2021-06-15,58677.33461227155
2021-06-16,58693.75019850061
2021-06-17,58710.16578472967
2021-06-18,58726.581370958724
2021-06-21,58742.99695718778
2021-06-22,58759.41254341684
2021-06-23,58775.828129645895
2021-06-24,58792.24371587495
2021-06-25,58808.65930210401
2021-06-28,58825.07488833307
2021-06-29,58841.490474562124
2021-06-30,58857.90606079118
2021-07-01,58874.32164702024
2021-07-02,58890.737233249296
2021-07-05,58907.15281947835
2021-07-06,58923.56840570741
2021-07-07,58939.98399193647
2021-07-08,58956.399578165525
2021-07-09,58972.81516439458
2021-07-12,58989.23075062364
2021-07-13,59005.6463368527
2021-07-14,59022.061923081754
2021-07-15,59038.47750931081
2021-07-16,59054.89309553987
2021-07-19,59071.308681768925
2021-07-20,59087.72426799798
2021-07-21,59104.13985422704
2021-07-22,59120.5554404561
2021-07-23,59136.971026685154
2021-07-26,59153.38661291421
2021-07-27,59169.80219914327
2021-07-28,59186.217785372326
2021-07-29,59202.63337160138
2021-07-30,59219.04895783044
2021-08-02,59235.4645440595
2021-08-03,59251.880130288555
2021-08-04,59268.29571651761
2021-08-05,59284.71130274667
2021-08-06,59301.12688897573
2021-08-09,59317.542475204784
2021-08-10,59333.95806143384
2021-08-11,59350.3736476629
2021-08-12,59366.789233891956
2021-08-13,59383.20482012101
2021-08-17,59399.62040635007
2021-08-18,59416.03599257913
2021-08-19,59432.451578808184
2021-08-20,59448.86716503724
2021-08-23,59465.2827512663
2021-08-24,59481.698337495356
2021-08-25,59498.11392372441
2021-08-26,59514.52950995347
2021-08-27,59530.94509618253
2021-08-30,59547.360682411585
2021-08-31,59563.77626864064
2021-09-01,59580.1918548697
2021-09-02,59596.60744109876
2021-09-03,59613.023027327814
2021-09-06,59629.43861355687
2021-09-07,59645.85419978593
2021-09-08,59662.269786014986
2021-09-09,59678.68537224404
2021-09-10,59695.1009584731
2021-09-13,59711.51654470216
